,Oligo,eL2/3,eL4,eL5,eL6
x6034y1863,0.9999999998143009,0.0,0.0,1.8569912722966864e-10,0.0
x6534y1863,1.0,0.0,0.0,0.0,0.0
x7034y1863,0.7564233399826454,0.0,0.07015725927657408,0.17341940074078038,0.0
x7534y1863,0.6472201766386672,0.05302585009436755,0.14807995249351746,0.0,0.15167402077344772
x8034y1863,0.9194142878513367,0.0,0.0,0.08058571214866336,0.0
x8534y1863,0.9053761999053216,0.0,0.04516323154298286,0.0,0.0494605685516955
x9034y1863,0.9289411198322691,0.0,0.0,0.07105888016773093,0.0
x9534y1863,0.8835276415826165,0.0,0.11647235841738347,0.0,0.0
x10034y1863,0.97057891476611,0.029421085233889935,0.0,0.0,0.0
x10534y1863,0.9999999998192789,0.0,0.0,1.8072107988202342e-10,0.0
x34y2363,0.9162723220038157,0.0,0.0,0.019967516947969388,0.06376016104821498
x534y2363,0.8994707692855836,0.0,0.0,0.10052923071441644,0.0
x1034y2363,0.9999999997943193,0.0,0.0,2.056806792674964e-10,0.0
x1534y2363,0.8308478943674299,0.03905629070043556,0.08354032339979232,0.04655549153234218,0.0
x2034y2363,0.789100901121394,0.0,0.10071346521971017,0.11018563365889587,0.0
x2534y2363,0.003346564847985272,0.17002357105562263,0.0,0.3763243263942953,0.45030553770209686
x4534y2363,0.9615137042695187,0.0,0.0,0.0,0.038486295730481394
x5034y2363,0.5309864565257273,0.05675198883778928,0.13307043371743693,0.08661353652883048,0.19257758439021605
x5534y2363,1.0,0.0,0.0,0.0,0.0
x6034y2363,0.8899032535877974,0.0,0.0,0.11009674641220255,0.0
x6534y2363,0.9687752193342113,0.0,0.0,0.0312247806657888,0.0
x7034y2363,0.809727867479932,0.0,0.028637480879251647,0.1007937426399011,0.06084090900091545
x7534y2363,0.9527755465426585,0.04722445345734139,0.0,0.0,0.0
x8034y2363,0.7699207915779805,0.0,0.02245871262034244,0.13337515491663943,0.07424534088503766
x8534y2363,0.9706662222237239,0.0,0.02933377777627623,0.0,0.0
x9034y2363,0.7746406026501186,0.0,0.006548419100577005,0.019189336045166844,0.19962164220413756
x9534y2363,1.0,0.0,0.0,0.0,0.0
x10034y2363,0.9332188164986722,0.0,0.0,0.0667811835013277,0.0
x10534y2363,0.6847917594822005,0.11507069599957595,0.07303111961885107,0.05234239691239653,0.0747640279869759
x34y2863,0.6152024200417149,0.0,0.02758570926581419,0.0,0.35721187069247096
x534y2863,0.9175455759141712,0.004405049259895743,0.07804937482593308,0.0,0.0
x1034y2863,0.8182004567194225,0.05453081066526215,0.011192261715114189,0.10761560531056161,0.008460865589639698
x1534y2863,0.8144888447127844,0.0,0.04213367035196036,0.11926058649072012,0.02411689844453503
x2034y2863,0.9563362348302674,0.034437726739354434,0.0,0.0,0.009226038430378261
x2534y2863,0.9672453853975022,0.0,0.03275461460249791,0.0,0.0
x3034y2863,0.7120700058166387,0.025834255882588114,0.0,0.2620957383007733,0.0
x3534y2863,0.6261169725759896,0.11422758528425027,0.0,0.14481998734545645,0.11483545479430349
x4534y2863,0.9738580486228321,0.0,0.0,0.0,0.026141951377167887
x5034y2863,0.6213263012265493,0.08970546464075929,0.10175766421406869,0.12317671132245575,0.06403385859616699
x5534y2863,0.8831246339753527,0.0,0.06827613685999918,0.04859922916464812,0.0
x6534y2863,0.8658318702869425,0.0,0.0,0.13416812971305742,0.0
x7034y2863,0.9466500894986779,0.0,0.0033216878916424515,0.050028222609679485,0.0
x7534y2863,0.7495917568210275,0.0,0.0,0.2504082431789725,0.0
x8534y2863,0.9541189679797433,0.0,0.0,0.04588103202025661,0.0
x9034y2863,0.15046812838803816,0.11047353495655679,0.11613838054050797,0.0,0.622919956114897
x9534y2863,0.0,0.0,0.0,0.3514699414425201,0.6485300585574799
x10034y2863,0.7431409309944607,0.2568590690055394,0.0,0.0,0.0
x10534y2863,0.6133020952504817,0.0,0.0,0.0,0.38669790474951826
x34y3363,0.4049958093220897,0.06514305521555529,0.0,0.19237494740625807,0.337486188056097
x534y3363,0.8990869926727929,0.0,0.0,1.7865128639043858e-10,0.10091300714855575
x1034y3363,0.9699696823737487,0.0,0.0,0.03003031762625125,0.0
x1534y3363,0.9339169758290223,0.06608302417097768,0.0,0.0,0.0
x2034y3363,0.9669537429684472,0.03304625703155281,0.0,0.0,0.0
x2534y3363,0.9300141063119781,0.038434992072919796,0.0,0.03155090161510204,0.0
x3034y3363,0.9620758301865456,0.0,0.002975527389444491,0.009945884096347548,0.025002758327662317
x4534y3363,0.0007787821539858473,0.0,0.0,0.3670188281130632,0.632202389732951
x5034y3363,0.0,0.0,0.0,0.5917708820117455,0.40822911798825445
x5534y3363,0.008038349167391054,0.0,0.19322934964301858,0.2968624597123257,0.5018698414772647
x6034y3363,0.0,0.0,0.0,0.3074672416501692,0.6925327583498309
x6534y3363,0.04443799847747461,0.0,0.06647577884374059,0.0,0.8890862226787848
x7034y3363,0.3804676095257765,0.0,0.0,0.0,0.6195323904742235
x7534y3363,0.11468599396770855,0.0,0.0,0.40154854739503926,0.4837654586372522
x8034y3363,0.4955618331361743,0.0,0.0,0.1727655211783428,0.3316726456854828
x8534y3363,0.02237834837431091,0.0,0.0,0.0,0.977621651625689
x9034y3363,0.11790534802851088,0.0,0.0,0.1259749072377411,0.7561197447337481
x9534y3363,0.08900928889328531,0.0,0.0,0.28744005246276044,0.6235506586439543
x10034y3363,0.00253259783665677,0.0,0.0,0.3760764746279835,0.6213909275353597
x10534y3363,0.08422783531552037,0.0,0.0,0.13424735886471387,0.7815248058197657
x34y3863,0.20257838705780967,0.08359240697536334,0.0,0.058841899241474135,0.6549873067253529
x534y3863,0.1404745911670238,0.0,0.0,0.24135289917236896,0.6181725096606073
x1034y3863,0.6415588871747311,0.0,0.0,0.0,0.3584411128252688
x1534y3863,0.41743899466700635,0.0,0.1434370539020038,0.17150236760981266,0.26762158382117734
x2034y3863,0.8590473597055961,0.0,0.10872788419202484,0.032224756102379036,0.0
x2534y3863,0.9704939346694119,0.0,0.022492372735892077,0.007013692594695944,0.0
x3034y3863,0.9334546980723698,0.0,0.06654530192763015,0.0,0.0
x3534y3863,1.0,0.0,0.0,0.0,0.0
x4534y3863,0.012320051612448724,0.0,0.0,0.13287064989376995,0.8548092984937813
x5034y3863,0.13488898835070673,0.02936096045144867,0.0,0.0,0.8357500511978446
x5534y3863,0.1710064227998943,0.0,0.0,0.07896870960555387,0.7500248675945518
x6034y3863,0.19661936575509473,0.05693315457760843,0.0,0.047571724155863915,0.6988757555114329
x6534y3863,0.0065942384593653805,0.0,0.0,0.13304359432772075,0.8603621672129138
x7034y3863,0.21647208174524307,0.0,0.0,0.0,0.7835279182547569
x7534y3863,0.04656779876527653,0.0,0.0,0.22608294489822928,0.7273492563364942
x8034y3863,0.12260461736189955,0.03287327715079381,0.0,0.17713870075628474,0.667383404731022
x8534y3863,0.38515996582120676,0.0,0.0,0.0,0.6148400341787932
x9034y3863,0.1265229983309928,0.0,0.0,0.11246576015404279,0.7610112415149645
x9534y3863,0.13707599230922154,0.0,0.0,0.24053865135908067,0.6223853563316978
x10034y3863,0.0,0.005492528389397784,0.04708587101718686,0.40663095132315197,0.5407906492702634
x10534y3863,0.016654198281327942,0.014991060396991397,0.0,0.2375293654958754,0.7308253758258053
x34y4363,0.09604686321536597,0.01881298022005395,0.0,0.08125325819951369,0.8038868983650663
x534y4363,0.028225500519032366,0.0,0.08264175418915133,0.15867420548726166,0.7304585398045546
x1034y4363,0.8270554015259148,0.17294459847408516,0.0,0.0,0.0
x1534y4363,0.08405003490689282,0.0,0.0,0.25004315900845775,0.6659068060846495
x2034y4363,0.4475314346506377,0.0,0.03398953849757803,0.25719762439363686,0.26128140245814746
x2534y4363,0.47160738944724245,0.09387074771093254,0.0,0.14613199947096875,0.28838986337085626
x3034y4363,0.7857249049315791,0.0,0.0,0.0,0.2142750950684208
x4534y4363,0.007456593338236046,0.0,0.08099966769284567,0.09127557734061187,0.8202681616283064
x5034y4363,0.0,0.0,0.12988245018107417,0.021552962010859992,0.8485645878080659
x5534y4363,0.0010415887383831272,0.0,0.0,0.04130711435686418,0.9576512969047527
x6034y4363,0.08551616757112841,0.05444820066185244,0.0,0.05661672608736103,0.8034189056796581
x6534y4363,0.0,0.0,0.0,0.0,1.0
x7034y4363,0.0,0.022035153332426474,0.0,0.4393017379545786,0.5386631087129949
x8034y4363,0.13328776345156473,0.10755210209190284,0.0,0.09312555653714848,0.6660345779193838
x8534y4363,0.12821320219465449,0.0,0.0,0.2207767988098272,0.6510099989955184
x9034y4363,0.10618623053903106,0.0,0.0,0.149616618189831,0.744197151271138
x9534y4363,0.013525489167117773,0.13262554003996732,0.0,0.0,0.8538489707929149
x10034y4363,0.12342538289472037,0.0,0.0,0.21313806200923419,0.6634365550960455
x10534y4363,0.1847162605641911,0.008294959404777624,0.0,0.2764503506906608,0.5305384293403704
x34y4863,0.09319254843262609,0.0,0.0,0.07995370555053356,0.8268537460168404
x534y4863,0.0,0.0,0.0,0.16348847280264278,0.8365115271973572
x1034y4863,0.03615864654646992,0.08920278928085983,0.1474899379922153,0.0,0.727148626180455
x1534y4863,0.023825955841491758,0.0,0.0,0.13008636767048395,0.8460876764880243
x2034y4863,0.19201034119017701,0.023037262435935426,0.0,0.19817637911848654,0.5867760172554011
x2534y4863,0.3357693930051478,0.021531178380283587,0.0,0.1698639108283172,0.4728355177862515
x3034y4863,0.37693995824315185,0.007688878356195877,0.0,0.11607765927538834,0.49929350412526385
x3534y4863,0.0,0.0,0.08205218444748093,0.13898735776123994,0.7789604577912792
x4534y4863,0.01930717071720015,0.06738471555943759,0.0,0.11051365598145871,0.8027944577419035
x5034y4863,0.04228768451681645,0.0,0.0,0.15811984183490616,0.7995924736482775
x5534y4863,0.01642418660726916,0.09646077339257522,0.0,0.0,0.8871150400001556
x6034y4863,0.10565815984184897,0.0,0.0,0.038481833983645665,0.8558600061745054
x6534y4863,0.0,0.0,0.0,0.16377367030149856,0.8362263296985015
x7034y4863,0.0,0.03944446266258195,0.0,0.24723283296432172,0.7133227043730963
x7534y4863,0.19686646885852221,0.18619103878491067,0.0,0.13852847667805915,0.478414015678508
x8034y4863,0.08458122218925054,0.05943262336303652,0.0,0.17575085660211567,0.6802352978455972
x8534y4863,0.06834905352877002,0.0,0.0,0.30079958685640645,0.6308513596148235
x9034y4863,0.10192907043644896,0.0,0.0,0.10436928216126218,0.7937016474022889
x9534y4863,0.10154899936966232,0.0,0.14112879898841912,0.0,0.7573222016419185
x10034y4863,0.08818949946657174,0.0,0.0,0.369395377700018,0.5424151228334102
x10534y4863,0.0,0.0,0.17213098643147784,0.8278690135685222,0.0
x34y5363,0.12523140371226898,0.08753069554919529,0.0,0.1075962472396938,0.679641653498842
x534y5363,0.07531620869389291,0.0031641416562037663,0.29105048246004106,0.25128033001907435,0.37918883717078794
x1034y5363,0.1406594545860044,0.0,0.0,0.08148120444465973,0.777859340969336
x1534y5363,0.02089238355081518,0.0,0.0,0.0,0.9791076164491848
x2034y5363,0.1310383170477733,0.0,0.06679755306279261,0.08780567284173843,0.7143584570476956
x2534y5363,0.15296869923689627,0.0,0.0,0.11563064797792624,0.7314006527851775
x3034y5363,0.1350345265956257,0.03792100717774516,0.0,0.09812239554129748,0.7289220706853317
x3534y5363,0.12853410353499284,0.0,0.0,0.16481209006993047,0.7066538063950767
x4534y5363,0.2122071613022759,0.090494165622313,0.0,0.0,0.6972986730754112
x5034y5363,0.026815191401041227,0.0,0.0,0.3480273914334179,0.625157417165541
x5534y5363,0.08661197146242715,0.0,0.028895702939942234,0.18774418625406314,0.6967481393435676
x6034y5363,0.0,0.0,0.0,0.0,1.0
x6534y5363,0.0,0.0,0.0,0.17117943672891964,0.8288205632710803
x7034y5363,0.0,0.010548078227053892,0.0,0.40510520254523635,0.5843467192277096
x8534y5363,0.6440810564181556,0.0,0.08834945493040955,0.2675694886514348,0.0
x9034y5363,0.08111410436431951,0.4545740781253134,0.0,0.11901906156343911,0.34529275594692804
x9534y5363,0.028926405598864,0.0,0.17837992460610735,0.2277465151432891,0.5649471546517395
x10034y5363,0.0,0.08396879004068966,0.16716807052906882,0.0,0.7488631394302415
x34y5863,0.11402707646170825,0.0,0.22520190531370543,0.2634168747274734,0.3973541434971129
x534y5863,0.08180219275634378,0.0,0.24928110770931794,0.3509922178695601,0.31792448166477827
x1034y5863,0.13731194465745944,0.11732943429307922,0.0,0.2874151038054088,0.4579435172440524
x1534y5863,0.16249347345301213,0.0,0.0,0.20316816184798359,0.6343383646990043
x2034y5863,0.10713302352972912,0.0,0.09165443525170774,0.08418480142149627,0.717027739797067
x2534y5863,0.027495688152887207,0.0,0.0,0.10441448368927848,0.8680898281578343
x3034y5863,0.10457647821834566,0.0,0.0,0.06156784182790236,0.833855679953752
x3534y5863,0.0,0.0,0.0,0.0,1.0
x4534y5863,0.24915269629976247,0.07244743479425941,0.04390027007540184,0.4907456928233267,0.14375390600724966
x5034y5863,0.006621010782988068,0.23718587679766806,0.0,0.7561931124193438,0.0
x5534y5863,0.2839819228123643,0.0,0.0,0.7160180771876357,0.0
x6534y5863,0.011138171512630069,0.0,0.08547940427742444,0.3210433807314181,0.5823390434785274
x7034y5863,0.0,0.0,0.0,0.5402329255896805,0.4597670744103196
x7534y5863,0.09462490507677523,0.027445990099067237,0.0,0.39494275802610623,0.48298634679805114
x8034y5863,0.0,0.0,0.04915926248405391,0.7599155777470371,0.19092515976890906
x8534y5863,0.3317072249099514,0.17908117822639322,0.0,0.4304477787837674,0.05876381807988798
x9034y5863,0.6089705522253605,0.0,0.0,0.39102944777463955,0.0
x9534y5863,0.19202784624775848,0.18636524620089912,0.03016679310721157,0.5914401144441309,0.0
x10034y5863,0.09068411801551758,0.0,0.0,0.6494849947054624,0.25983088727902015
x10534y5863,0.0,0.0,0.1712644251647186,0.6706415124041021,0.15809406243117927
x34y6363,0.2752102877744849,0.0,0.36737292993117215,0.0,0.357416782294343
x534y6363,0.38532292381204364,1.3807115390139224e-10,0.39324505107537594,0.22143202497450926,0.0
x1034y6363,0.012568308446435228,0.0,0.15140213954999232,0.27588890928395665,0.5601406427196158
x1534y6363,0.08404100554366171,0.0,0.1443283445579072,0.2405714206458993,0.5310592292525318
x2034y6363,0.3393492773549152,0.04653231437910244,0.0,0.0,0.6141184082659823
x2534y6363,0.2854710797439983,0.020264678902205503,0.0,0.049914603200907515,0.6443496381528887
x3034y6363,0.1494267906662746,0.0,0.0,0.07199058330893797,0.7785826260247874
x3534y6363,0.1486940102537981,0.0,0.06738268195091783,0.12998629184200258,0.6539370159532815
x4534y6363,0.14114777509638948,0.0,0.05163477584019417,0.8072174490634163,0.0
x5034y6363,0.0,0.0,0.0,0.7899147583211275,0.21008524167887255
x5534y6363,0.0,0.0,0.0,0.6168987681412217,0.3831012318587784
x6034y6363,0.6524950483805351,0.0,0.15299381255767644,0.0,0.1945111390617884
x6534y6363,0.0,0.0,0.28639965421476904,0.713600345785231,0.0
x7034y6363,0.25470582759100485,0.0,0.07478845918860479,0.4784540322082087,0.19205168101218173
x7534y6363,0.020291011241291713,0.0,0.0,0.8234664635386192,0.15624252522008913
x8034y6363,0.06406844519967929,0.0,0.0,0.7733572867998787,0.16257426800044206
x8534y6363,0.0,0.0,0.0,0.7819402607531696,0.21805973924683045
x9034y6363,0.4272237388787189,0.13456524743625803,0.010513116234933307,0.4276978974500898,0.0
x9534y6363,0.06423532833671937,0.13489119407813532,0.0,0.6334272049867915,0.16744627259835382
x10034y6363,0.08178341517863537,0.0,0.01039853723947557,0.7573026144911196,0.1505154330907694
x10534y6363,0.04759316069080082,0.0,0.0,0.9524068393091992,0.0
x34y6863,0.105799089058222,0.03696648192565683,0.156119061560663,0.7011153674554582,0.0
x534y6863,0.2635315085238751,0.0,0.13870761334888534,0.35483544358121977,0.24292543454601984
x1534y6863,0.025753781631747248,0.09680781618072958,0.3239532396320841,0.25980900112465716,0.29367616143078207
x2034y6863,0.09650254223128236,0.0,0.2659857703726425,0.256398102171121,0.38111358522495403
x2534y6863,0.10072829008131651,0.0,0.0,0.19105698829743092,0.7082147216212525
x3034y6863,0.015870557691538983,0.0,0.09608695753962165,0.0,0.8880424847688393
x3534y6863,0.0,0.0,0.0,0.31655500196870956,0.6834449980312904
x5034y6863,0.2552202850426463,0.0,0.0,0.5347797031245719,0.21000001183278186
x5534y6863,0.2985055407443067,0.06284912770607314,0.0,0.6386453315496202,0.0
x6034y6863,0.0,0.2432517270278924,0.0,0.7567482729721076,0.0
x6534y6863,0.0,0.0,0.0,0.6216792029520597,0.37832079704794036
x7034y6863,0.5890500632177977,0.0014243230653045588,0.10750254750492795,0.23390050894424982,0.06812255726771996
x7534y6863,0.18780395338574637,0.11882106306497128,0.0,0.4118052116320092,0.28156977191727317
x8034y6863,0.007427210094091274,0.0,0.13452040072615462,0.5280789106601957,0.3299734785195584
x8534y6863,0.03626317816631611,0.0,0.0,0.9637368218336839,0.0
x9034y6863,0.0,0.1394908820754807,0.0,0.6640081675048249,0.19650095041969443
x9534y6863,0.0,0.0,0.0,0.8897463466517287,0.11025365334827131
x10534y6863,0.002864773547765864,0.0,0.11418714342468722,0.7421889290297987,0.1407591539977483
x34y7363,0.20293142669770398,0.15155293311282741,0.0,0.540599782567419,0.10491585762204966
x1034y7363,0.050598667706468,0.0,0.19501480720198186,0.6042325764229977,0.15015394866855236
x1534y7363,0.02290671094450232,0.0,0.28451908288600264,0.5006707792192184,0.1919034269502765
x2034y7363,0.01788005150438207,0.0,0.11680368115174845,0.674329348666728,0.19098691867714143
x3534y7363,0.18117459243813377,0.09799966486805727,0.21347090628874474,0.04103263108142224,0.4663222053236419
x4534y7363,0.19662579233185434,0.0,0.0,0.8033742076681456,0.0
x5034y7363,0.15053125288654998,0.3188713587996447,0.0,0.5305973883138054,0.0
x5534y7363,0.5097050487629186,0.14678632345245868,0.0880819079619593,0.2554267198226635,0.0
x6534y7363,0.0015393182465539487,0.21411990828047842,0.0,0.7843407734729676,0.0
x7034y7363,0.0,0.15528946392725393,0.2763204342585891,0.40195539260936064,0.16643470920479628
x7534y7363,0.0,0.21879487712787857,0.22670149576148943,0.554503627110632,0.0
x8034y7363,0.0,0.14724159069877998,0.42090256132055937,0.35719355757197735,0.07466229040868333
x8534y7363,0.14210553393261055,0.13244250345789452,0.2568729063476722,0.4685790562618228,0.0
x9034y7363,0.12592584073015523,0.1703052810254563,0.3363425903719837,0.34758665292871027,0.01983963494369423
x9534y7363,0.0,0.0,0.3035123044599696,0.6964876955400305,0.0
x10534y7363,0.07574410361787996,0.08709934477669644,0.3104080772745698,0.46846953663193225,0.05827893769892151
x34y7863,0.40984264442300994,0.0,0.0,0.59015735557699,0.0
x534y7863,0.032626835364928136,0.09683714547365938,0.0,0.8705360191614124,0.0
x1034y7863,0.9006131977820592,0.09938680221794083,0.0,0.0,0.0
x1534y7863,0.005054218684651183,0.0,0.11318860495577732,0.7585705073745213,0.12318666898505033
x2034y7863,0.134573612877153,0.0,0.08513594189404437,0.7802904452288026,0.0
x2534y7863,0.17167726692879284,0.0,0.0,0.7452353084544191,0.08308742461678809
x3034y7863,0.13629795355759303,0.0,0.0,0.7879886719069589,0.075713374535448
x4534y7863,0.02095764823881682,0.0,0.2152279695480737,0.7638143822131095,0.0
x5034y7863,0.0,0.0,0.21447018075910038,0.678790523581749,0.10673929565915077
x5534y7863,0.2706776652183751,0.0,0.3117192074338829,0.4176031273477419,0.0
x6034y7863,0.005502513773118766,0.034617322925970626,0.0,0.7203599928081261,0.23952017049278454
x6534y7863,0.00187599359344154,0.0,0.506561115678125,0.4915628907284334,0.0
x7034y7863,0.0,0.24559963651065633,0.2870558400692252,0.46734452342011845,0.0
x7534y7863,0.28660277619349345,0.0,0.45216443304908904,0.2612327907574175,0.0
x8034y7863,0.0,0.0,0.5437535114690698,0.21781618068040717,0.2384303078505231
x8534y7863,0.03938373542272228,0.15393570405274468,0.45678278994797855,0.34989777057655447,0.0
x9034y7863,0.10392193955992411,0.0,0.35604219594738706,0.34998151319244747,0.19005435130024131
x9534y7863,0.02593165731120306,0.0,0.399861361881902,0.3725956511680374,0.20161132963885747
x10034y7863,0.059521021263428384,0.0,0.8514948593025963,0.08898411943397534,0.0
x10534y7863,0.008743221353983695,0.031207840933954244,0.5955641682171248,0.30849580035680013,0.05598896913813713
x34y8363,0.0,0.0,0.33344917665564683,0.5697855251100926,0.09676529823426065
x534y8363,0.3731058809109495,0.0,0.0,0.6268941190890506,0.0
x1034y8363,0.18712397607021022,0.20190152933670105,0.14684965383366028,0.4641248407594284,0.0
x2034y8363,0.008977294709386217,0.0,0.0,0.9910227052906139,0.0
x2534y8363,0.0,0.0,0.0590594162806595,0.5385472480636114,0.40239333565572905
x3034y8363,0.09068026258340364,0.054361578805124135,0.02692306625244158,0.7102003397264416,0.11783475263258916
x4534y8363,0.03509726140858221,0.0,0.636781779615266,0.32812095897615173,0.0
x5034y8363,0.03932230083508893,0.20303406511947608,0.382243940744458,0.37539969330097694,0.0
x6034y8363,0.1255168910521187,0.0,0.32400017510204343,0.40577952331144357,0.1447034105343942
x6534y8363,0.0,0.0,0.7358768438220692,0.26412315617793075,0.0
x7034y8363,0.1282578505503455,0.0,0.5619691028828717,0.30977304656678284,0.0
x7534y8363,0.0,0.0,0.6913796455781731,0.26104513723443185,0.047575217187395005
x8034y8363,0.012355517977413156,0.0,0.9298441086494809,0.0,0.05780037337310596
x8534y8363,0.0034901092896485,0.03590671787422378,0.8391839887027409,0.1214191841333867,0.0
x9034y8363,0.027126340565167783,0.0,0.8764108755113689,0.09646278392346339,0.0
x9534y8363,0.0,0.0,0.8664655766866335,0.1335344233133664,0.0
x10034y8363,0.0,0.0,0.9633732495121342,0.03662675048786581,0.0
x10534y8363,0.0,0.1651537574498807,0.8348462425501193,0.0,0.0
x34y8863,0.03144971251006104,0.0,0.71740243759167,0.2511478498982689,0.0
x534y8863,0.06299282410282292,0.0,0.6630019165080162,0.201004069294067,0.07300119009509372
x1034y8863,0.027821348606602837,0.0,0.28821801589523194,0.5121653664955671,0.17179526900259812
x2034y8863,0.3509388859130914,0.0,0.212466589767741,0.4365945243191677,0.0
x2534y8863,0.05002441090398293,0.0,0.13012203876440717,0.6490989924694953,0.1707545578621146
x3034y8863,0.15734512765826003,0.13606420533474628,0.0,0.7065906670069937,0.0
x4534y8863,0.03522509201783583,0.0,0.8587282745761028,0.0,0.10604663340606135
x5034y8863,0.00300773149173248,0.0,0.9323401296385629,0.0,0.06465213886970461
x5534y8863,0.0,0.0,0.8294301416968056,0.0,0.1705698583031944
x6034y8863,0.0,0.0,0.9142415472143552,0.08575845278564481,0.0
x6534y8863,0.0,0.0,1.0,0.0,0.0
x7034y8863,0.023197326998795974,0.10937359003300785,0.8085069217188492,0.058922161249346926,0.0
x7534y8863,0.0,0.0,0.8075249966928937,0.07196986892494874,0.12050513438215756
x8034y8863,0.0,0.03612897384299203,0.9638710261570079,0.0,0.0
x8534y8863,0.0,0.0,1.0,0.0,0.0
x9034y8863,0.1165908124114817,0.0,0.7922716546401259,0.09113753294839241,0.0
x9534y8863,0.0,0.1452859263233308,0.8547140736766692,0.0,0.0
x10034y8863,0.0,0.0,0.8384494064343764,0.16155059356562368,0.0
x10534y8863,0.6045804244774533,0.3703383858773602,0.0,0.0,0.02508118964518646
x34y9363,0.09169190163308784,0.0,0.9083080983669122,0.0,0.0
x534y9363,0.0,0.0,0.6550175968648404,0.22001211054014952,0.12497029259501011
x1034y9363,0.32522631869387153,0.07533244482174223,0.5994412364843862,0.0,0.0
x1534y9363,0.03189478099757324,0.07334621303272702,0.4473331181254563,0.3082593584359222,0.1391665294083213
x2034y9363,0.16121767870757106,0.0,0.5382659763358015,0.27935224639946504,0.021164098557162375
x2534y9363,0.05792269547023966,0.07689315426925704,0.25132463484020934,0.613859515420294,0.0
x3534y9363,0.022010621528631587,0.28759646322944005,0.0,0.6010110366027586,0.08938187863916967
x4534y9363,0.0,0.12295581610119745,0.7059625876075623,0.17108159629124026,0.0
x5034y9363,0.0020587267857597883,0.3339487609644232,0.4690007055777465,0.09213183297930763,0.10285997369276269
x5534y9363,0.1478875040847088,0.0,0.820261852266306,0.0,0.031850643648985315
x6034y9363,0.0,0.0,0.8228972631024917,0.08535919303698823,0.09174354386052018
x6534y9363,0.010664725713060994,0.03075187723559006,0.8757823427257367,0.08280105432561231,0.0
x7034y9363,0.0,0.0,1.0,0.0,0.0
x7534y9363,0.0213599469019988,0.0,0.9786400530980012,0.0,0.0
x8034y9363,0.0,0.0,0.8382770839797419,0.1454666149845685,0.016256301035689674
x8534y9363,0.004756235745908949,0.0,0.6651700512182774,0.23940760805600453,0.09066610497980906
x9034y9363,0.21389233348166334,0.2419765234847653,0.3712167535695029,0.17291438946406834,0.0
x9534y9363,0.0021631691785364416,0.47861980539762566,0.35963868544126376,0.10375352635786969,0.05582481362470446
x10034y9363,0.024652787677936813,0.4344970536239024,0.27976971638923703,0.14281599558265093,0.11826444672627294
x10534y9363,0.23038349080101264,0.27096132961697444,0.49865517958201305,0.0,0.0
x34y9863,0.054604108651072396,0.0,0.6957744095234827,0.22159395493848408,0.02802752688696087
x534y9863,0.021965158468001254,0.02279670674881965,0.7848663153329084,0.15590990099128746,0.01446191845898324
x1034y9863,0.0,0.0,0.7960933000725823,0.2039066999274178,0.0
